location,Bed,Bath,Ft,price
Alaska,3.0,2.0,1796.0,420000.0
Alaska,3.0,3.0,2900.0,450000.0
Alaska,2.0,1.5,1290.0,419000.0
Alaska,3.0,3.0,3400.0,525000.0
Alaska,3.0,2.0,1852.0,478000.0
Alaska,3.0,2.0,1736.0,429500.0
Alaska,5.0,3.0,3142.0,480000.0
Alaska,3.0,2.5,2198.0,495000.0
Alaska,,,,250000.0
Alaska,3.0,1.0,1250.0,289900.0
Alaska,5.0,3.0,4481.0,1150000.0
Alaska,5.0,4.5,4596.0,1475000.0
Alaska,5.0,3.0,4078.0,1150000.0
Alaska,3.0,2.5,1700.0,375000.0
Alaska,3.0,2.5,2070.0,415000.0
Alaska,4.0,2.0,2090.0,565000.0
Alaska,1.0,,320.0,43000.0
Alaska,2.0,1.5,1016.0,745000.0
Alaska,5.0,2.0,1900.0,415000.0
Alaska,3.0,2.0,1968.0,180000.0
Alaska,1.0,1.0,600.0,149000.0
Alaska,3.0,4.0,3283.0,888000.0
Alaska,5.0,2.0,2460.0,150000.0
Alaska,3.0,2.5,1584.0,409900.0
Alaska,3.0,1.5,1148.0,300000.0
Alaska,3.0,1.0,1040.0,289900.0
Alaska,5.0,3.0,3088.0,375000.0
Alaska,3.0,2.0,1872.0,379900.0
Alaska,3.0,2.5,3721.0,655000.0
Alaska,3.0,2.0,2280.0,375000.0
Alaska,3.0,2.5,1950.0,388000.0
Alaska,3.0,2.0,1344.0,340000.0
Alaska,4.0,4.5,4991.0,1800000.0
Alaska,1.0,1.5,1100.0,247000.0
Alaska,4.0,4.5,4991.0,1350000.0
Alaska,3.0,2.0,1092.0,285000.0
Alaska,4.0,2.5,2708.0,675000.0
Alaska,4.0,2.5,2019.0,575000.0
Alaska,4.0,3.5,3709.0,895000.0
Alaska,2.0,1.0,1300.0,279900.0
Alaska,1.0,1.0,648.0,249900.0
Alaska,4.0,3.0,1872.0,695000.0
Alaska,4.0,2.0,1464.0,342000.0
Alaska,3.0,1.0,1800.0,265000.0
Alaska,3.0,2.5,2254.0,545000.0
Alaska,2.0,1.5,1020.0,629000.0
Alaska,,,216.0,39900.0
Alaska,4.0,3.5,2900.0,1100000.0
Alaska,5.0,3.0,2846.0,599900.0
Alaska,2.0,2.0,1920.0,325000.0
Alaska,4.0,3.0,2621.0,610000.0
Alaska,3.0,2.0,1560.0,428000.0
Alaska,2.0,1.0,1488.0,244900.0
Alaska,3.0,2.0,1351.0,347500.0
Alaska,3.0,4.0,2904.0,475000.0
Alaska,3.0,2.0,1707.0,419900.0
Alaska,4.0,2.5,2244.0,749000.0
Alaska,3.0,2.5,2422.0,349900.0
Alaska,4.0,3.0,2708.0,828000.0
Alaska,2.0,2.5,1520.0,375000.0
Alaska,2.0,2.0,1680.0,385000.0
Alaska,3.0,2.0,1864.0,454500.0
Alaska,7.0,2.0,2805.0,340000.0
Alaska,2.0,2.0,1069.0,200000.0
Alaska,2.0,2.0,1352.0,530000.0
Alaska,4.0,2.5,2574.0,645000.0
Alaska,1.0,,320.0,145000.0
Alaska,1.0,1.0,512.0,235000.0
Alaska,2.0,1.0,1238.0,275000.0
Alaska,3.0,3.0,2080.0,845000.0
Alaska,3.0,1.5,1508.0,365000.0
Alaska,3.0,2.0,1458.0,355000.0
Alaska,5.0,3.0,3016.0,349900.0
Alaska,3.0,1.5,1496.0,259900.0
Alaska,3.0,2.0,1410.0,365000.0
Alaska,3.0,2.0,1568.0,549000.0
Alaska,3.0,2.0,1760.0,479900.0
Alaska,3.0,2.0,2122.0,540000.0
Alaska,3.0,3.0,2184.0,353000.0
Alaska,4.0,2.5,2236.0,529900.0
Alaska,4.0,3.0,2500.0,574900.0
Alaska,2.0,1.0,,199000.0
Alaska,3.0,3.0,1948.0,875000.0
Alaska,1.0,,560.0,135000.0
Alaska,4.0,2.0,1644.0,434900.0
Alaska,,,1216.0,170000.0
Alaska,5.0,2.5,2224.0,859000.0
Alaska,5.0,5.0,6200.0,1500000.0
Alaska,3.0,2.0,1863.0,535000.0
Alaska,4.0,3.0,2112.0,539500.0
Alaska,3.0,2.5,1786.0,495000.0
Alaska,2.0,2.0,1800.0,485000.0
Alaska,3.0,2.5,2560.0,425000.0
Alaska,3.0,2.0,2048.0,459500.0
Alaska,2.0,2.0,1408.0,499900.0
Alaska,4.0,2.0,1792.0,389000.0
Alaska,4.0,2.5,2424.0,830000.0
Alaska,4.0,1.5,1440.0,310000.0
Alaska,3.0,3.0,4088.0,1095000.0
Alaska,3.0,1.5,1472.0,450000.0
Alaska,4.0,2.5,1933.0,569900.0
Alaska,1.0,1.5,1344.0,450000.0
Alaska,,1.0,240.0,199900.0
Alaska,4.0,2.0,2842.0,425000.0
Alaska,4.0,3.0,1606.0,545000.0
Alaska,2.0,1.5,1540.0,625000.0
Alaska,4.0,2.5,2104.0,569900.0
Alaska,2.0,1.0,960.0,519000.0
Alaska,3.0,2.0,1300.0,375000.0
Alaska,3.0,3.5,2532.0,899000.0
Alaska,4.0,2.5,2502.0,592000.0
Alaska,3.0,2.0,2332.0,645000.0
Alaska,3.0,2.0,1640.0,629000.0
Alaska,3.0,2.5,3720.0,474900.0
Alaska,3.0,2.0,1179.0,325000.0
Alaska,4.0,3.5,1941.0,764000.0
Alaska,3.0,2.5,2117.0,860000.0
Alaska,,,1162.0,150000.0
Alaska,2.0,1.0,1567.0,205000.0
Alaska,3.0,2.0,1778.0,484000.0
Alaska,3.0,1.5,1150.0,525000.0
Alaska,3.0,2.0,2870.0,398000.0
Alaska,4.0,2.0,2114.0,465000.0
Alaska,1.0,1.0,1342.0,150000.0
Alaska,3.0,1.5,1837.0,770000.0
Alaska,5.0,3.0,3108.0,699999.0
Alaska,3.0,2.0,2354.0,489900.0
Alaska,2.0,1.0,1236.0,359000.0
Alaska,2.0,2.0,1307.0,449000.0
Alaska,3.0,2.5,1600.0,495900.0
Alaska,4.0,2.0,1968.0,330000.0
Alaska,4.0,1.0,1340.0,345000.0
Alaska,4.0,2.0,2208.0,589900.0
Alaska,3.0,2.0,2324.0,475000.0
Alaska,4.0,3.0,2329.0,795000.0
Alaska,1.0,,504.0,289000.0
Alaska,3.0,3.0,2899.0,899900.0
Alaska,4.0,3.0,2004.0,529000.0
Alaska,2.0,0.5,1040.0,260000.0
Alaska,3.0,2.0,1524.0,219000.0
Alaska,1.0,,480.0,79000.0
Alaska,4.0,2.5,2330.0,545000.0
Alaska,3.0,2.0,1800.0,750000.0
Alaska,5.0,4.5,5600.0,2195000.0
Alaska,2.0,2.5,1393.0,695000.0
Alaska,4.0,3.0,1729.0,426000.0
Alaska,4.0,2.0,1795.0,599000.0
Alaska,3.0,2.0,1872.0,390000.0
Alaska,3.0,2.5,1966.0,469000.0
Alaska,4.0,1.0,,300000.0
Alaska,4.0,2.0,1439.0,359000.0
Alaska,1.0,,400.0,250000.0
Alaska,1.0,1.0,473.0,199900.0
Alaska,3.0,2.5,2613.0,999000.0
Alaska,3.0,2.0,1732.0,464900.0
Alaska,4.0,2.0,1872.0,415000.0
Alaska,3.0,1.0,1092.0,339000.0
Alaska,5.0,3.5,2808.0,895000.0
Alaska,3.0,3.0,2008.0,379000.0
Alaska,2.0,1.0,793.0,159900.0
Alaska,4.0,2.0,1536.0,395000.0
Alaska,6.0,2.0,2240.0,412000.0
Alaska,2.0,2.0,1363.0,525000.0
Alaska,2.0,2.0,1400.0,350000.0
Alaska,5.0,2.0,1730.0,575000.0
Alaska,5.0,2.5,2496.0,840000.0
Alaska,2.0,1.0,896.0,190000.0
Alaska,5.0,3.5,2669.0,865000.0
Alaska,2.0,1.0,736.0,350000.0
Alaska,4.0,3.0,3044.0,1055000.0
Alaska,3.0,1.0,1040.0,325000.0
Alaska,4.0,2.5,2486.0,575000.0
Alaska,4.0,3.0,2855.0,637000.0
Alaska,4.0,3.0,2982.0,825000.0
Alaska,6.0,3.5,3238.0,710000.0
Alaska,3.0,2.5,,879000.0
Alaska,4.0,3.0,2355.0,649000.0
Alaska,2.0,1.0,1296.0,224900.0
Alaska,5.0,3.0,3042.0,499500.0
Alaska,5.0,2.0,1050.0,90000.0
Alaska,3.0,2.0,1678.0,439900.0
Alaska,3.0,2.0,1831.0,289900.0
Alaska,3.0,2.0,2380.0,495000.0
Alaska,8.0,6.0,5000.0,3500000.0
Alaska,1.0,,400.0,105000.0
Alaska,2.0,1.0,960.0,305000.0
Alaska,1.0,1.0,1100.0,435000.0
Alaska,5.0,2.0,2404.0,624900.0
Alaska,3.0,2.0,1352.0,799500.0
Alaska,3.0,2.0,2048.0,698000.0
Alaska,4.0,3.5,2228.0,545000.0
Alaska,3.0,2.0,1636.0,499000.0
Alaska,4.0,3.5,2932.0,785000.0
Alaska,4.0,2.5,2124.0,669000.0
Alaska,3.0,2.5,1624.0,376000.0
Alaska,5.0,3.0,2544.0,550000.0
Alaska,4.0,2.0,1872.0,425000.0
Alaska,3.0,2.5,2031.0,524900.0
Alaska,5.0,3.5,3450.0,810000.0
Alaska,4.0,3.0,2062.0,432000.0
Alaska,4.0,4.5,5038.0,1335000.0
Alaska,3.0,2.5,1738.0,518000.0
Alaska,5.0,3.5,2986.0,629000.0
Alaska,4.0,3.0,2296.0,399900.0
Alaska,3.0,3.0,1986.0,1100000.0
Alaska,2.0,1.5,1066.0,300000.0
Alaska,3.0,2.5,1168.0,362500.0
Alaska,3.0,1.0,1600.0,399000.0
Alaska,3.0,2.0,1112.0,349900.0
Alaska,5.0,3.5,3432.0,645000.0
Alaska,3.0,2.0,1602.0,399000.0
Alaska,4.0,2.5,2032.0,474900.0
Alaska,3.0,2.0,1746.0,425000.0
Alaska,4.0,2.5,2069.0,569900.0
Alaska,2.0,1.0,1013.0,280000.0
Alaska,3.0,2.0,1754.0,490000.0
Alaska,2.0,3.0,2977.0,385000.0
Alaska,2.0,2.0,1214.0,561000.0
Alaska,4.0,3.5,3128.0,795000.0
Alaska,3.0,2.0,1646.0,439000.0
Alaska,3.0,2.0,1994.0,595000.0
Alaska,4.0,2.5,2308.0,525000.0
Alaska,3.0,2.0,1732.0,698000.0
Alaska,4.0,2.0,1924.0,435000.0
Alaska,3.0,3.0,2016.0,749900.0
Alaska,3.0,2.0,1952.0,325000.0
Alaska,4.0,2.0,1804.0,725000.0
Alaska,5.0,3.0,3477.0,549900.0
Alaska,3.0,1.0,1400.0,389900.0
Alaska,3.0,1.5,1338.0,450000.0
Alaska,3.0,1.0,1584.0,125000.0
Alaska,3.0,2.5,3277.0,625000.0
Alaska,3.0,3.0,2599.0,399000.0
Alaska,3.0,2.0,1204.0,599000.0
Alaska,3.0,2.5,2264.0,659000.0
Alaska,5.0,3.0,2254.0,515000.0
Alaska,6.0,3.0,3409.0,950000.0
Alaska,2.0,1.5,2221.0,699000.0
Alaska,,,384.0,225000.0
Alaska,2.0,1.0,952.0,360000.0
Alaska,4.0,2.5,2288.0,579000.0
Alaska,3.0,2.0,1820.0,494900.0
Alaska,2.0,1.0,1200.0,349000.0
Alaska,4.0,2.5,2026.0,550000.0
Alaska,3.0,1.0,1548.0,275000.0
Alaska,4.0,4.0,3947.0,749000.0
Alaska,1.0,1.0,1552.0,149000.0
Alaska,3.0,2.5,1807.0,490000.0
Alaska,2.0,,1745.0,265000.0
Alaska,2.0,1.0,1800.0,250000.0
Alaska,3.0,4.0,2883.0,515000.0
Alaska,1.0,,672.0,99900.0
Alaska,2.0,2.0,2016.0,509500.0
Alaska,1.0,1.0,1000.0,110000.0
Alaska,2.0,,600.0,99000.0
Alaska,4.0,2.5,2626.0,625000.0
Alaska,1.0,1.0,778.0,425000.0
Alaska,3.0,3.5,2217.0,790000.0
Alaska,2.0,2.0,1300.0,110000.0
Alaska,2.0,1.0,960.0,369000.0
Alaska,5.0,2.0,2150.0,389000.0
Alaska,6.0,6.5,6300.0,3400000.0
Alaska,3.0,2.5,2327.0,950000.0
Alaska,3.0,2.5,2998.0,739000.0
Alaska,4.0,2.0,1824.0,470000.0
Alaska,2.0,1.0,3360.0,580000.0
Alaska,3.0,2.5,1755.0,529000.0
Alaska,6.0,6.0,3412.0,395000.0
Alaska,3.0,2.5,3000.0,614900.0
Alaska,3.0,2.0,1283.0,339000.0
Alaska,2.0,2.0,1850.0,495000.0
Alaska,2.0,2.0,2278.0,850000.0
Alaska,4.0,4.0,2994.0,749900.0
Alaska,1.0,1.5,1911.0,490000.0
Alaska,3.0,1.0,1180.0,399000.0
Alaska,3.0,2.0,1600.0,330000.0
Alaska,2.0,1.0,,300000.0
Alaska,4.0,6.0,5360.0,2200000.0
Alaska,2.0,1.0,1120.0,1250000.0
Alaska,5.0,4.5,3635.0,895000.0
Alaska,2.0,2.0,972.0,337500.0
Alaska,3.0,2.5,1848.0,335000.0
Alaska,,,480.0,89500.0
Alaska,4.0,2.5,2043.0,454000.0
Alaska,4.0,4.0,5622.0,1500000.0
Alaska,3.0,3.0,2260.0,472500.0
Alaska,4.0,3.0,2630.0,1200000.0
Alaska,4.0,3.0,1600.0,485000.0
Alaska,1.0,,480.0,65000.0
Alaska,3.0,2.5,1600.0,469000.0
Alaska,4.0,3.0,1736.0,425000.0
Alaska,1.0,,558.0,250000.0
Alaska,3.0,2.0,1692.0,399900.0
Alaska,2.0,1.0,864.0,410000.0
Alaska,3.0,2.0,1488.0,399900.0
Alaska,3.0,2.0,2388.0,469000.0
Alaska,2.0,1.0,1664.0,325000.0
Alaska,3.0,2.0,1844.0,899000.0
Alaska,3.0,2.0,2150.0,435000.0
Alaska,2.0,2.0,1521.0,595000.0
Alaska,3.0,2.0,2110.0,419900.0
Alaska,3.0,1.0,1160.0,319900.0
Alaska,1.0,0.5,707.0,189500.0
Alaska,3.0,2.0,2080.0,650000.0
Alaska,3.0,3.0,2208.0,550000.0
Alaska,3.0,1.0,1198.0,379900.0
Alaska,4.0,2.0,2020.0,439900.0
Alaska,2.0,1.0,1200.0,275000.0
Alaska,3.0,2.5,2327.0,592000.0
Alaska,5.0,3.0,2860.0,669000.0
Alaska,4.0,2.0,2052.0,355000.0
Alaska,3.0,2.5,1576.0,425000.0
Alaska,4.0,1.5,1494.0,365000.0
Alaska,3.0,2.0,1150.0,329000.0
Alaska,3.0,3.0,1470.0,675000.0
Alaska,1.0,2.0,856.0,415000.0
Alaska,1.0,1.0,600.0,250000.0
Alaska,3.0,2.0,1610.0,469000.0
Alaska,4.0,4.0,4904.0,1065000.0
Alaska,4.0,2.0,2016.0,497000.0
Alaska,3.0,2.5,2100.0,469900.0
Alaska,3.0,2.0,1952.0,494900.0
Alaska,4.0,3.0,2364.0,649000.0
Alaska,5.0,3.0,3000.0,625000.0
Alaska,1.0,,562.0,125000.0
Alaska,4.0,2.0,1826.0,409000.0
Alaska,4.0,2.5,2588.0,464000.0
Alaska,5.0,3.5,3718.0,579999.0
Alaska,3.0,2.0,1868.0,525000.0
Alaska,3.0,2.0,1268.0,449000.0
Alaska,3.0,4.0,2286.0,679000.0
Alaska,2.0,,664.0,239000.0
Alaska,3.0,2.0,1352.0,355000.0
Alaska,4.0,2.0,1840.0,220000.0
Alaska,4.0,1.0,1818.0,230000.0
Alaska,2.0,1.5,1248.0,335000.0
Alaska,1.0,2.0,1088.0,299000.0
Alaska,5.0,3.0,3528.0,997000.0
Alaska,3.0,2.0,2100.0,627000.0
Alaska,3.0,2.5,2412.0,648000.0
Alaska,4.0,3.0,3257.0,750000.0
Alaska,3.0,2.0,1806.0,464900.0
Alaska,2.0,2.5,1935.0,234900.0
Alaska,3.0,2.0,2033.0,495000.0
Alaska,3.0,3.5,3921.0,685000.0
Alaska,1.0,,232.0,129000.0
Alaska,3.0,2.0,1560.0,340000.0
Alaska,4.0,3.5,3004.0,719000.0
Alaska,5.0,3.5,3572.0,1195000.0
Alaska,3.0,2.0,1674.0,469000.0
Alaska,2.0,,1200.0,105000.0
Alaska,3.0,1.0,1264.0,425000.0
Alaska,2.0,1.5,960.0,369000.0
Alaska,4.0,3.0,2000.0,1150000.0
Alaska,4.0,3.5,2105.0,525000.0
Alaska,4.0,3.0,2975.0,575000.0
Alaska,3.0,3.0,2326.0,379500.0
Alaska,3.0,2.5,3840.0,539000.0
Alaska,2.0,,640.0,139000.0
Alaska,3.0,1.5,1040.0,329000.0
Alaska,3.0,4.0,3364.0,1100000.0
Alaska,2.0,1.5,1500.0,495000.0
Alaska,3.0,3.0,3318.0,979999.0
Alaska,5.0,3.5,3840.0,630000.0
Alaska,3.0,2.0,1268.0,339900.0
Alaska,4.0,3.0,3406.0,599000.0
Alaska,3.0,1.0,1980.0,275000.0
Alaska,3.0,2.0,2984.0,524900.0
Alaska,4.0,2.0,1886.0,434500.0
Alaska,4.0,3.0,2511.0,548500.0
Alaska,3.0,2.0,1527.0,450000.0
Alaska,2.0,2.0,1068.0,1950000.0
Alaska,4.0,3.0,3904.0,875000.0
Alaska,1.0,1.0,972.0,250000.0
Alaska,3.0,2.5,2637.0,519000.0
Alaska,4.0,2.5,1670.0,349900.0
Alaska,3.0,2.5,2424.0,488000.0
Alaska,2.0,2.0,822.0,280000.0
Alaska,3.0,2.5,2668.0,458000.0
Alaska,3.0,2.5,1984.0,410000.0
Alaska,4.0,2.0,2308.0,475000.0
Alaska,4.0,3.5,3230.0,619900.0
Alaska,2.0,2.0,1296.0,370000.0
Alaska,2.0,2.0,2844.0,836000.0
Alaska,2.0,1.0,900.0,275000.0
Alaska,1.0,1.0,760.0,186000.0
Alaska,4.0,2.5,2508.0,589900.0
Alaska,4.0,2.0,1900.0,410000.0
Alaska,4.0,3.5,4035.0,849000.0
Alaska,3.0,1.0,1008.0,265000.0
Alaska,2.0,2.0,1396.0,275000.0
Alaska,2.0,1.5,1463.0,550000.0
Alaska,4.0,3.5,2684.0,720000.0
Alaska,3.0,3.0,2464.0,714900.0
Alaska,4.0,2.0,2240.0,447000.0
Alaska,3.0,2.0,1700.0,349900.0
Alaska,3.0,3.0,2696.0,510000.0
Alaska,5.0,2.5,1924.0,479000.0
Alaska,3.0,3.0,3256.0,715000.0
Alaska,4.0,1.0,1400.0,395000.0
Alaska,2.0,1.5,1536.0,299000.0
Alaska,1.0,0.5,420.0,75000.0
Alaska,3.0,3.0,2571.0,765000.0
Alaska,2.0,1.0,2320.0,335000.0
Alaska,4.0,3.0,2055.0,490000.0
Alaska,3.0,1.0,1261.0,200000.0
Alaska,3.0,2.0,2190.0,625000.0
Alaska,2.0,,288.0,115000.0
Alaska,3.0,2.0,1296.0,325000.0
Alaska,1.0,1.0,492.0,277000.0
Alaska,4.0,2.5,2727.0,775000.0
Alaska,2.0,2.0,1438.0,480000.0
Alaska,2.0,1.0,516.0,145000.0
Alaska,4.0,3.0,2336.0,510000.0
Alaska,2.0,1.0,864.0,330000.0
Alaska,4.0,2.0,2060.0,565000.0
Alaska,2.0,1.0,630.0,279900.0
Alaska,1.0,,454.0,259000.0
Alaska,2.0,2.0,1858.0,1300000.0
Alaska,3.0,2.0,1754.0,436000.0
Alaska,4.0,4.0,4694.0,1200000.0
Alaska,4.0,2.5,2117.0,1450000.0
Alaska,4.0,3.5,4556.0,845000.0
Alaska,2.0,2.0,1480.0,161000.0
Alaska,3.0,2.0,1564.0,442900.0
Alaska,1.0,1.0,840.0,595000.0
Alaska,2.0,1.0,1200.0,325000.0
Alaska,3.0,2.0,1612.0,389000.0
Alaska,1.0,,520.0,119900.0
Alaska,4.0,3.0,2267.0,749000.0
Alaska,5.0,3.0,2632.0,429900.0
Alaska,3.0,2.0,1944.0,399900.0
Alaska,5.0,3.0,2960.0,585000.0
Alaska,7.0,5.5,6160.0,595000.0
Alaska,4.0,3.5,4247.0,984000.0
Alaska,1.0,1.0,1018.0,209900.0
Alaska,3.0,1.5,2166.0,699000.0
Alaska,3.0,1.5,2512.0,399900.0
Alaska,1.0,1.0,560.0,350000.0
Alaska,3.0,2.0,1496.0,349000.0
Alaska,7.0,8.0,4191.0,2200000.0
Alaska,4.0,5.0,4232.0,799000.0
Alaska,4.0,1.0,1400.0,395000.0
Alaska,3.0,3.5,2431.0,885000.0
Alaska,3.0,2.5,2995.0,1100000.0
Alaska,5.0,3.5,3184.0,1099000.0
Alaska,3.0,2.5,2230.0,490000.0
Alaska,5.0,4.0,2388.0,759000.0
Alaska,4.0,3.0,2548.0,489900.0
Alaska,3.0,2.0,1800.0,369000.0
Alaska,5.0,4.5,3469.0,759000.0
Alaska,,,600.0,110000.0
Alaska,3.0,3.0,2704.0,570000.0
Alaska,4.0,2.0,2152.0,180000.0
Alaska,4.0,2.5,2048.0,799000.0
Alaska,6.0,4.0,2996.0,1300000.0
Alaska,3.0,1.0,1400.0,569000.0
Alaska,3.0,1.5,1312.0,445000.0
Alaska,1.0,1.0,880.0,249000.0
Alaska,4.0,3.0,1986.0,565000.0
Alaska,4.0,3.0,1536.0,699000.0
Alaska,1.0,1.0,792.0,265000.0
Alaska,4.0,2.0,2099.0,585000.0
Alaska,3.0,2.5,1666.0,439000.0
Alaska,2.0,2.0,1488.0,249000.0
Alaska,2.0,1.0,1536.0,550000.0
Alaska,3.0,1.0,1400.0,569000.0
Alaska,1.0,,640.0,165000.0
Alaska,4.0,3.0,1728.0,475000.0
Alaska,4.0,3.0,2294.0,540000.0
Alaska,4.0,3.0,4076.0,849900.0
Alaska,5.0,4.0,3603.0,2125000.0
Alaska,3.0,1.0,1066.0,299900.0
Alaska,2.0,2.0,1288.0,289900.0
Alaska,4.0,3.5,4114.0,765000.0
Alaska,4.0,3.0,3629.0,719000.0
Alaska,6.0,6.5,7553.0,1175000.0
Alaska,2.0,1.0,864.0,380000.0
Alaska,3.0,1.0,1402.0,324000.0
Alaska,3.0,2.5,2260.0,520000.0
Alaska,3.0,2.0,3932.0,795000.0
Alaska,3.0,3.0,1254.0,325000.0
Alaska,2.0,1.0,828.0,265000.0
Alaska,3.0,2.0,1616.0,388000.0
Alaska,3.0,2.0,1400.0,389000.0
Alaska,2.0,1.0,970.0,230000.0
Alaska,1.0,1.5,1068.0,455000.0
Alaska,3.0,3.5,2720.0,725000.0
Alaska,4.0,3.5,3817.0,660000.0
Alaska,3.0,2.5,2344.0,449900.0
Alaska,1.0,1.0,828.0,260000.0
Alaska,4.0,2.5,2678.0,699000.0
Alaska,4.0,2.5,2464.0,474900.0
Alaska,6.0,4.0,3932.0,553000.0
Alaska,3.0,2.0,1442.0,529000.0
Alaska,4.0,4.0,2862.0,685000.0
Alaska,1.0,1.0,1280.0,799000.0
Alaska,6.0,3.0,3582.0,549000.0
Alaska,3.0,2.0,1840.0,435000.0
Alaska,2.0,1.0,1431.0,282000.0
Alaska,4.0,2.0,2080.0,439900.0
Alaska,3.0,2.0,2200.0,389000.0
Alaska,5.0,3.5,5206.0,824800.0
Alaska,3.0,3.0,2300.0,543000.0
Alaska,3.0,3.0,2513.0,590000.0
Alaska,3.0,1.0,944.0,435000.0
Alaska,3.0,2.5,2328.0,459000.0
Alaska,3.0,5.0,2600.0,749000.0
Alaska,7.0,7.0,7913.0,4500000.0
Alaska,4.0,2.0,2604.0,639000.0
Alaska,3.0,2.5,3100.0,1450000.0
Alaska,3.0,2.0,2024.0,496000.0
Alaska,,1.0,540.0,335000.0
Alaska,3.0,2.0,3136.0,679000.0
Alaska,3.0,2.0,1512.0,330000.0
Alaska,3.0,1.0,1056.0,260000.0
Alaska,4.0,2.0,2128.0,365000.0
Alaska,2.0,1.0,1152.0,299000.0
Alaska,6.0,6.0,2270.0,199000.0
Alaska,2.0,1.0,570.0,85000.0
Alaska,4.0,2.0,1632.0,399999.0
Alaska,1.0,1.0,984.0,190000.0
Alaska,1.0,1.5,960.0,565000.0
Alaska,5.0,3.0,2516.0,599900.0
Alaska,4.0,3.0,3324.0,299900.0
Alaska,3.0,2.0,1902.0,469000.0
Alaska,3.0,2.0,1712.0,415000.0
Alaska,2.0,1.0,780.0,229900.0
Alaska,4.0,2.0,1362.0,925000.0
Alaska,4.0,2.0,1748.0,473000.0
Alaska,3.0,3.0,3018.0,1600000.0
Alaska,3.0,1.0,2400.0,120000.0
Alaska,3.0,2.0,1520.0,569000.0
Alaska,3.0,2.0,1630.0,497500.0
Alaska,5.0,3.0,3908.0,619900.0
Alaska,4.0,2.5,2358.0,519000.0
Alaska,6.0,4.5,5149.0,1050000.0
Alaska,2.0,1.0,881.0,359000.0
Alaska,3.0,,2000.0,210000.0
Alaska,,,640.0,122500.0
Alaska,4.0,2.0,1976.0,429000.0
Alaska,3.0,2.5,1500.0,865000.0
Alaska,10.0,12.5,3264.0,1125000.0
Alaska,4.0,2.5,2708.0,684000.0
Alaska,2.0,2.5,3398.0,775000.0
Alaska,2.0,1.0,1024.0,185000.0
Alaska,4.0,4.0,3675.0,1475000.0
Alaska,3.0,2.0,2494.0,225000.0
Alaska,4.0,4.0,3520.0,1750000.0
Alaska,4.0,2.5,1826.0,534900.0
Alaska,3.0,1.0,1229.0,350000.0
Alaska,4.0,3.5,2108.0,549400.0
Alaska,3.0,2.5,3042.0,990000.0
Alaska,4.0,3.5,3800.0,779000.0
Alaska,1.0,,240.0,165000.0
Alaska,4.0,2.0,2282.0,390000.0
Alaska,4.0,2.0,1976.0,450000.0
Alaska,1.0,1.0,720.0,119900.0
Alaska,4.0,3.0,2663.0,475000.0
Alaska,3.0,2.0,1724.0,525000.0
Alaska,3.0,3.0,2046.0,525000.0
New York,3.0,1.0,1288.0,669000.0
New York,3.0,2.0,1120.0,625999.0
New York,3.0,2.0,1475.0,999000.0
New York,4.0,2.5,2400.0,1549000.0
New York,3.0,3.5,2200.0,1899000.0
New York,4.0,2.5,1728.0,1088000.0
New York,6.0,3.0,1184.0,869000.0
New York,4.0,5.0,7313.0,3977000.0
New York,7.0,3.5,4500.0,3985000.0
New York,3.0,2.0,960.0,565000.0
New York,4.0,2.0,1944.0,878000.0
New York,2.0,2.0,1512.0,999000.0
New York,5.0,4.0,3584.0,2545000.0
New York,3.0,2.0,1536.0,969000.0
New York,3.0,2.5,1800.0,679000.0
New York,3.0,1.5,1224.0,695000.0
New York,4.0,3.0,,769999.0
New York,2.0,1.0,794.0,449990.0
New York,2.0,1.0,544.0,629000.0
New York,3.0,1.0,,679000.0
New York,4.0,1.0,1088.0,425000.0
New York,5.0,5.0,4200.0,1625888.0
New York,6.0,3.5,5540.0,2499888.0
New York,3.0,2.5,1294.0,699900.0
New York,3.0,1.5,1475.0,699000.0
New York,3.0,3.0,1848.0,1100000.0
New York,3.0,2.0,1358.0,980000.0
New York,4.0,2.0,1270.0,815000.0
New York,3.0,3.0,3548.0,1450000.0
New York,4.0,2.5,2000.0,1475000.0
New York,3.0,1.5,1452.0,859000.0
New York,5.0,3.0,2310.0,1349000.0
New York,2.0,2.0,1024.0,858000.0
New York,4.0,2.5,1813.0,560000.0
New York,3.0,2.5,1557.0,1050000.0
New York,3.0,3.0,1948.0,719000.0
New York,5.0,2.0,1640.0,1099099.0
New York,6.0,3.5,2052.0,1168888.0
New York,5.0,3.0,2228.0,1218000.0
New York,3.0,2.5,1324.0,1199000.0
New York,5.0,2.0,3726.0,1500000.0
New York,4.0,3.0,2208.0,1388000.0
New York,3.0,3.0,2100.0,1895000.0
New York,3.0,2.5,1300.0,850000.0
New York,4.0,3.5,2187.0,1399000.0
New York,3.0,2.5,,1400000.0
New York,5.0,4.0,2397.0,950000.0
New York,4.0,3.0,3641.0,899000.0
New York,3.0,1.0,1008.0,778000.0
New York,6.0,3.0,,970000.0
New York,,,2125.0,350000.0
New York,4.0,3.0,14.0,948000.0
New York,3.0,2.5,2300.0,1399000.0
New York,3.0,2.0,1268.0,859000.0
New York,2.0,2.0,1500.0,835000.0
New York,4.0,3.5,1845.0,1200000.0
New York,4.0,3.0,2862.0,1439000.0
New York,3.0,1.5,1536.0,599000.0
New York,3.0,2.0,1260.0,1325000.0
